year,sector,age,age_group,gender,days_homeless,episodes,chronic_homeless,is_chronic
2024,All,58,adult,female,27,1,0,False
2024,All,50,adult,male,122,3,0,False
2024,All,22,youth,male,4,1,0,False
2024,All,58,adult,male,17,2,0,False
2018,Family,28,adult,female,9,0,0,False
2018,Family,28,adult,female,101,2,0,False
2018,Family,18,youth,female,41,0,0,False
2018,Family,22,youth,female,32,1,0,False
2018,Family,50,adult,female,0,0,0,False
2018,Family,42,adult,female,61,1,0,False
2018,Family,50,adult,female,74,2,0,False
2018,Family,35,adult,female,29,1,0,False
2018,Family,22,youth,female,162,0,0,False
2018,Family,28,adult,female,41,3,0,False
2018,Family,28,adult,female,175,1,0,False
2018,Family,22,youth,male,59,0,0,False
2018,Family,42,adult,female,35,1,0,False
2018,Family,42,adult,male,143,2,0,False
2018,Family,18,youth,male,93,0,0,False
2018,Family,42,adult,female,164,2,0,False
2018,Family,22,youth,female,160,3,0,False
2018,Family,35,adult,female,150,1,0,False
2018,Family,28,adult,female,40,1,0,False
2018,Family,42,adult,female,28,2,0,False
2018,Family,35,adult,female,111,2,0,False
2018,Family,42,adult,female,112,0,0,False
2018,Family,18,youth,female,4,3,0,False
2018,Family,18,youth,female,169,0,0,False
2018,Family,22,youth,female,121,3,0,False
2018,Family,22,youth,female,35,1,0,False
2018,Family,35,adult,male,177,2,0,False
2018,Family,18,youth,male,113,0,0,False
2018,Family,42,adult,female,123,3,0,False
2018,Family,28,adult,female,46,0,0,False
2018,Family,28,adult,female,174,2,0,False
2018,Family,22,youth,male,11,1,0,False
2018,Family,35,adult,female,124,0,0,False
2018,Family,28,adult,female,97,0,0,False
2018,Family,18,youth,female,143,0,0,False
2018,Family,35,adult,female,137,3,0,False
2018,Family,42,adult,female,90,0,0,False
2018,Family,35,adult,female,157,2,0,False
2018,Family,50,adult,female,106,2,0,False
2018,Family,58,adult,female,0,2,0,False
2018,Family,58,adult,male,46,2,0,False
2018,Family,35,adult,female,80,1,0,False
2018,Family,18,youth,female,148,0,0,False
2018,Family,42,adult,female,164,2,0,False
2018,Family,28,adult,female,172,3,0,False
2018,Family,58,adult,female,142,3,0,False
2018,Family,35,adult,female,145,1,0,False
2018,Family,28,adult,female,3,1,0,False
2018,Family,58,adult,female,27,1,0,False
2018,Family,35,adult,male,98,0,0,False
2018,Family,42,adult,male,112,2,0,False
2018,Family,35,adult,female,56,0,0,False
2018,Family,28,adult,female,157,0,0,False
2018,Family,35,adult,female,3,1,0,False
2018,Family,22,youth,female,112,0,0,False
2018,Family,35,adult,male,154,0,0,False
2018,Family,22,youth,female,31,2,0,False
2018,Family,42,adult,female,89,3,0,False
2018,Family,22,youth,female,163,2,0,False
2018,Family,42,adult,female,1,0,0,False
2018,Family,35,adult,female,156,2,0,False
2018,Family,18,youth,male,61,0,0,False
2018,Family,58,adult,female,119,3,0,False
2018,Family,35,adult,female,109,3,0,False
2018,Family,28,adult,female,71,3,0,False
2018,Family,42,adult,female,101,2,0,False
2018,Family,22,youth,female,60,3,0,False
2018,Family,22,youth,female,147,2,0,False
2018,Family,28,adult,female,127,0,0,False
2018,Family,35,adult,female,1,3,0,False
2018,Family,22,youth,female,106,3,0,False
2018,Family,28,adult,female,142,0,0,False
2018,Family,28,adult,male,34,0,0,False
2018,Family,35,adult,female,58,0,0,False
2018,Family,18,youth,female,136,3,0,False
2018,Family,22,youth,female,74,2,0,False
2018,Family,35,adult,female,52,1,0,False
2018,Family,35,adult,female,154,2,0,False
2018,Family,42,adult,female,89,3,0,False
2018,Family,50,adult,male,79,0,0,False
2018,Family,22,youth,male,16,1,0,False
2018,Family,28,adult,female,67,3,0,False
2018,Family,42,adult,female,131,3,0,False
2018,Family,35,adult,female,159,1,0,False
2018,Family,28,adult,female,162,2,0,False
2018,Family,42,adult,female,137,1,0,False
2018,Family,35,adult,male,65,3,0,False
2018,Family,28,adult,male,39,2,0,False
2018,Family,22,youth,female,120,2,0,False
2018,Family,35,adult,female,5,1,0,False
2018,Family,35,adult,male,135,0,0,False
2018,Family,28,adult,male,94,1,0,False
2018,Family,58,adult,female,84,3,0,False
2018,Family,18,youth,female,121,3,0,False
2018,Family,42,adult,female,9,1,0,False
2018,Family,42,adult,male,18,0,0,False
2018,Family,22,youth,female,136,1,0,False
2018,Family,35,adult,male,113,1,0,False
2018,Family,35,adult,male,175,0,0,False
2018,Family,22,youth,male,123,0,0,False
2018,Family,42,adult,female,137,0,0,False
2018,Family,18,youth,male,64,3,0,False
2018,Family,42,adult,male,15,3,0,False
2018,Family,50,adult,female,5,0,0,False
2018,Family,35,adult,male,35,2,0,False
2018,Family,28,adult,female,151,0,0,False
2018,Family,35,adult,female,138,0,0,False
2018,Family,50,adult,female,158,1,0,False
2018,Family,50,adult,male,178,3,0,False
2018,Family,42,adult,female,10,1,0,False
2018,Family,50,adult,female,116,3,0,False
2018,Family,22,youth,female,6,2,0,False
2018,Family,28,adult,female,19,0,0,False
2018,Family,50,adult,female,49,3,0,False
2018,Family,22,youth,female,27,2,0,False
2018,Family,58,adult,female,152,3,0,False
2018,Family,28,adult,male,49,3,0,False
2018,Family,18,youth,female,20,0,0,False
2018,Family,22,youth,female,125,0,0,False
2018,Family,28,adult,female,152,2,0,False
2018,Family,18,youth,female,100,0,0,False
2018,Family,22,youth,female,118,2,0,False
2018,Family,50,adult,female,112,0,0,False
2018,Family,50,adult,male,118,2,0,False
2018,Family,28,adult,male,77,3,0,False
2018,Family,50,adult,female,118,0,0,False
2018,Family,35,adult,female,148,1,0,False
2018,Family,42,adult,female,177,2,0,False
2018,Family,22,youth,male,48,3,0,False
2018,Family,22,youth,female,143,1,0,False
2018,Family,22,youth,female,22,0,0,False
2018,Family,22,youth,female,102,2,0,False
2018,Family,42,adult,female,114,1,0,False
2018,Family,28,adult,male,41,0,0,False
2018,Family,35,adult,female,116,3,0,False
2018,Family,42,adult,female,20,0,0,False
2018,Family,35,adult,male,132,1,0,False
2018,Family,35,adult,female,133,1,0,False
2018,Family,42,adult,female,125,1,0,False
2018,Family,28,adult,male,107,2,0,False
2018,Family,42,adult,female,105,3,0,False
2018,Family,35,adult,female,82,3,0,False
2018,Family,22,youth,female,8,1,0,False
2018,Family,65,adult,female,48,2,0,False
2018,Family,35,adult,female,55,3,0,False
2018,Family,28,adult,female,71,1,0,False
2018,Family,42,adult,female,176,3,0,False
2018,Family,42,adult,female,28,0,0,False
2018,Family,18,youth,female,71,3,0,False
2018,Family,50,adult,female,163,1,0,False
2018,Family,50,adult,female,169,2,0,False
2018,Family,42,adult,female,51,3,0,False
2018,Family,35,adult,female,2,1,0,False
2018,Family,22,youth,female,122,0,0,False
2018,Family,22,youth,female,67,3,0,False
2018,Family,42,adult,female,6,2,0,False
2018,Family,58,adult,female,49,1,0,False
2018,Family,28,adult,male,174,0,0,False
2018,Family,28,adult,female,115,3,0,False
2018,Family,18,youth,male,51,2,0,False
2018,Family,22,youth,female,84,1,0,False
2018,Family,35,adult,male,109,1,0,False
2018,Family,35,adult,male,164,0,0,False
2018,Family,35,adult,male,167,3,0,False
2018,Family,18,youth,male,132,2,0,False
2018,Family,58,adult,female,52,2,0,False
2018,Family,42,adult,female,162,1,0,False
2018,Family,22,youth,male,117,1,0,False
2018,Family,22,youth,male,58,1,0,False
2018,Family,42,adult,female,63,0,0,False
2018,Family,22,youth,female,21,3,0,False
2018,Family,28,adult,female,86,3,0,False
2018,Family,35,adult,female,108,3,0,False
2018,Family,42,adult,female,166,2,0,False
2018,Family,18,youth,male,112,1,0,False
2018,Family,22,youth,male,157,0,0,False
2018,Family,28,adult,female,39,2,0,False
2018,Family,58,adult,female,36,2,0,False
2018,Family,42,adult,female,63,0,0,False
2018,Family,22,youth,male,160,0,0,False
2018,Family,65,adult,female,146,3,0,False
2018,Family,42,adult,female,95,2,0,False
2018,Family,28,adult,female,83,0,0,False
2018,Family,50,adult,female,135,3,0,False
2018,Family,42,adult,female,159,1,0,False
2018,Family,28,adult,female,60,3,0,False
2018,Family,28,adult,male,67,2,0,False
2018,Family,18,youth,female,32,2,0,False
2018,Family,18,youth,male,160,3,0,False
2018,Family,28,adult,female,15,1,0,False
2018,Family,50,adult,male,3,2,0,False
2018,Family,42,adult,male,132,0,0,False
2018,Family,42,adult,female,128,3,0,False
2018,Family,58,adult,male,29,3,0,False
2018,Family,58,adult,female,113,2,0,False
2018,Family,42,adult,male,166,1,0,False
2018,Family,35,adult,female,175,1,0,False
2018,Family,35,adult,female,2,1,0,False
2018,Family,65,adult,female,152,1,0,False
2018,Family,28,adult,female,54,3,0,False
2018,Family,35,adult,male,88,2,0,False
2018,Family,35,adult,female,153,3,0,False
2018,Family,28,adult,female,125,0,0,False
2018,Family,50,adult,male,148,1,0,False
2018,Family,50,adult,female,47,0,0,False
2018,Family,35,adult,female,92,2,0,False
2018,Family,50,adult,female,27,1,0,False
2018,Family,35,adult,female,32,2,0,False
2018,Family,22,youth,female,112,2,0,False
2018,Family,42,adult,female,159,0,0,False
2018,Family,42,adult,female,3,0,0,False
2018,Family,42,adult,male,167,0,0,False
2018,Family,22,youth,male,130,3,0,False
2021,Family,50,adult,female,35,0,0,False
2021,Family,22,youth,male,73,1,0,False
2021,Family,18,youth,female,68,0,0,False
2021,Family,42,adult,female,132,2,0,False
2021,Family,28,adult,male,116,3,0,False
2021,Family,28,adult,female,35,3,0,False
2021,Family,50,adult,female,77,0,0,False
2021,Family,35,adult,female,176,1,0,False
2021,Family,65,adult,female,144,0,0,False
2021,Family,18,youth,male,122,3,0,False
2021,Family,42,adult,male,172,2,0,False
2021,Family,22,youth,female,93,1,0,False
2021,Family,50,adult,female,124,0,0,False
2021,Family,22,youth,female,88,3,0,False
2021,Family,58,adult,female,1,2,0,False
2021,Family,42,adult,female,81,0,0,False
2021,Family,35,adult,male,113,1,0,False
2021,Family,22,youth,female,161,2,0,False
2021,Family,50,adult,female,147,2,0,False
2021,Family,22,youth,male,148,1,0,False
2021,Family,42,adult,male,75,2,0,False
2021,Family,28,adult,female,35,0,0,False
2021,Family,18,youth,female,17,3,0,False
2021,Family,42,adult,female,95,2,0,False
2021,Family,42,adult,male,170,3,0,False
2021,Family,35,adult,male,171,2,0,False
2021,Family,42,adult,female,86,2,0,False
2021,Family,42,adult,female,12,0,0,False
2021,Family,50,adult,female,108,0,0,False
2021,Family,35,adult,female,5,0,0,False
2021,Family,28,adult,female,5,0,0,False
2021,Family,18,youth,female,105,2,0,False
2021,Family,18,youth,female,146,0,0,False
2021,Family,50,adult,female,141,2,0,False
2021,Family,35,adult,female,134,0,0,False
2021,Family,28,adult,male,127,3,0,False
2021,Family,28,adult,female,67,2,0,False
2021,Family,42,adult,male,104,3,0,False
2021,Family,28,adult,female,103,3,0,False
2021,Family,50,adult,female,94,2,0,False
2021,Family,58,adult,female,148,2,0,False
2021,Family,42,adult,female,66,0,0,False
2021,Family,22,youth,female,0,0,0,False
2021,Family,22,youth,female,42,2,0,False
2021,Family,65,adult,female,23,2,0,False
2021,Family,35,adult,female,74,3,0,False
2021,Family,58,adult,female,60,2,0,False
2021,Family,28,adult,male,159,3,0,False
2021,Family,35,adult,male,17,2,0,False
2021,Family,42,adult,male,8,2,0,False
2021,Family,42,adult,female,129,1,0,False
2021,Family,35,adult,male,122,3,0,False
2021,Family,35,adult,female,103,2,0,False
2021,Family,28,adult,female,146,0,0,False
2021,Family,22,youth,female,143,0,0,False
2021,Family,18,youth,female,149,2,0,False
2021,Family,18,youth,female,96,2,0,False
2021,Family,18,youth,male,139,2,0,False
2021,Family,42,adult,male,156,0,0,False
2021,Family,18,youth,male,61,1,0,False
2021,Family,28,adult,female,155,2,0,False
2021,Family,58,adult,female,39,3,0,False
2021,Family,42,adult,female,104,0,0,False
2021,Family,22,youth,female,77,1,0,False
2021,Family,42,adult,female,5,3,0,False
2021,Family,35,adult,female,47,0,0,False
2021,Family,28,adult,male,93,0,0,False
2021,Family,35,adult,female,179,2,0,False
2021,Family,42,adult,male,87,1,0,False
2021,Family,58,adult,female,78,0,0,False
2021,Family,42,adult,male,1,3,0,False
2021,Family,35,adult,female,156,0,0,False
2021,Family,35,adult,male,14,3,0,False
2021,Family,50,adult,female,22,1,0,False
2021,Family,42,adult,female,58,0,0,False
2021,Family,65,adult,female,160,3,0,False
2021,Family,58,adult,female,60,2,0,False
2021,Family,58,adult,female,24,2,0,False
2021,Family,28,adult,female,63,2,0,False
2021,Family,35,adult,female,146,3,0,False
2021,Family,65,adult,female,126,2,0,False
2021,Family,50,adult,female,166,3,0,False
2021,Family,35,adult,female,90,3,0,False
2021,Family,18,youth,female,86,2,0,False
2021,Family,35,adult,female,66,0,0,False
2021,Family,35,adult,female,106,0,0,False
2021,Family,28,adult,female,141,2,0,False
2021,Family,50,adult,female,167,0,0,False
2021,Family,35,adult,female,87,3,0,False
2021,Family,42,adult,female,115,3,0,False
2021,Family,28,adult,female,140,1,0,False
2021,Family,50,adult,female,53,2,0,False
2021,Family,28,adult,male,65,3,0,False
2021,Family,42,adult,female,179,3,0,False
2021,Family,42,adult,female,11,2,0,False
2021,Family,28,adult,female,46,2,0,False
2021,Family,50,adult,female,17,2,0,False
2021,Family,35,adult,female,143,2,0,False
2021,Family,22,youth,female,106,0,0,False
2021,Family,22,youth,male,141,3,0,False
2021,Family,28,adult,female,52,1,0,False
2021,Family,42,adult,female,65,0,0,False
2021,Family,22,youth,male,22,0,0,False
2021,Family,22,youth,male,126,3,0,False
2021,Family,42,adult,female,33,2,0,False
2021,Family,58,adult,female,69,0,0,False
2021,Family,58,adult,male,100,2,0,False
2021,Family,35,adult,female,173,2,0,False
2021,Family,28,adult,female,28,3,0,False
2021,Family,35,adult,female,161,1,0,False
2021,Family,18,youth,female,84,0,0,False
2021,Family,28,adult,female,35,2,0,False
2021,Family,22,youth,female,61,1,0,False
2021,Family,28,adult,female,56,3,0,False
2021,Family,35,adult,female,126,1,0,False
2021,Family,18,youth,female,16,0,0,False
2021,Family,42,adult,female,89,3,0,False
2021,Family,22,youth,female,39,0,0,False
2021,Family,28,adult,female,114,0,0,False
2021,Family,22,youth,female,82,2,0,False
2021,Family,18,youth,female,116,0,0,False
2021,Family,58,adult,female,21,3,0,False
2021,Family,35,adult,female,56,1,0,False
2021,Family,35,adult,female,165,1,0,False
2021,Family,58,adult,female,106,2,0,False
2021,Family,50,adult,male,24,2,0,False
2021,Family,42,adult,female,21,0,0,False
2021,Family,28,adult,female,36,3,0,False
2021,Family,50,adult,female,127,0,0,False
2021,Family,18,youth,male,125,1,0,False
2021,Family,28,adult,male,102,0,0,False
2021,Family,22,youth,female,1,2,0,False
2021,Family,18,youth,female,14,2,0,False
2021,Family,35,adult,male,142,1,0,False
2021,Family,35,adult,female,174,0,0,False
2021,Family,35,adult,female,86,0,0,False
2021,Family,22,youth,female,162,3,0,False
2024,Family,50,adult,male,151,0,0,False
2024,Family,50,adult,female,21,1,0,False
2024,Family,50,adult,female,167,2,0,False
2024,Family,58,adult,male,93,0,0,False
2024,Family,42,adult,male,119,1,0,False
2024,Family,35,adult,female,103,3,0,False
2024,Family,35,adult,female,109,2,0,False
2024,Family,65,adult,female,10,1,0,False
2024,Family,35,adult,female,95,0,0,False
2024,Family,35,adult,female,123,3,0,False
2024,Family,35,adult,female,129,1,0,False
2024,Family,28,adult,female,11,1,0,False
2024,Family,35,adult,male,10,0,0,False
2024,Family,22,youth,female,158,0,0,False
2024,Family,42,adult,male,163,0,0,False
2024,Family,50,adult,female,128,1,0,False
2024,Family,58,adult,male,120,3,0,False
2024,Family,28,adult,female,10,0,0,False
2024,Family,35,adult,female,88,3,0,False
2024,Family,28,adult,female,147,3,0,False
2024,Family,50,adult,female,75,0,0,False
2024,Family,50,adult,female,74,2,0,False
2024,Family,35,adult,female,129,2,0,False
2024,Family,35,adult,male,171,1,0,False
2024,Family,28,adult,female,166,2,0,False
2024,Family,18,youth,male,146,0,0,False
2024,Family,50,adult,male,113,2,0,False
2024,Family,35,adult,female,159,2,0,False
2024,Family,18,youth,female,12,0,0,False
2024,Family,18,youth,female,23,2,0,False
2024,Family,42,adult,male,105,2,0,False
2024,Family,42,adult,female,152,3,0,False
2024,Family,58,adult,female,108,3,0,False
2024,Family,58,adult,male,55,0,0,False
2024,Family,35,adult,male,149,2,0,False
2024,Family,22,youth,female,117,1,0,False
2024,Family,28,adult,female,53,2,0,False
2024,Family,42,adult,female,7,1,0,False
2024,Family,42,adult,female,43,1,0,False
2024,Family,42,adult,female,110,3,0,False
2024,Family,50,adult,male,64,0,0,False
2024,Family,42,adult,female,139,2,0,False
2024,Family,42,adult,male,103,1,0,False
2024,Family,22,youth,female,140,2,0,False
2024,Family,22,youth,female,143,3,0,False
2024,Family,58,adult,male,6,0,0,False
2024,Family,50,adult,female,79,3,0,False
2024,Family,42,adult,female,15,1,0,False
2024,Family,35,adult,male,120,2,0,False
2024,Family,42,adult,female,111,2,0,False
2024,Family,22,youth,female,62,3,0,False
2024,Family,42,adult,female,71,0,0,False
2024,Family,28,adult,female,127,0,0,False
2024,Family,18,youth,male,74,2,0,False
2024,Family,35,adult,female,34,0,0,False
2024,Family,65,adult,male,104,3,0,False
2024,Family,18,youth,female,41,1,0,False
2024,Family,42,adult,male,100,3,0,False
2024,Family,35,adult,male,80,1,0,False
2024,Family,22,youth,male,124,3,0,False
2024,Family,22,youth,female,16,3,0,False
2024,Family,42,adult,female,52,3,0,False
2024,Family,35,adult,female,12,1,0,False
2024,Family,35,adult,female,101,3,0,False
2024,Family,22,youth,female,118,3,0,False
2024,Family,22,youth,male,75,2,0,False
2024,Family,28,adult,male,13,2,0,False
2024,Family,42,adult,male,163,0,0,False
2024,Family,35,adult,female,37,1,0,False
2024,Family,42,adult,female,5,0,0,False
2024,Family,28,adult,female,167,3,0,False
2024,Family,50,adult,female,146,1,0,False
2024,Family,35,adult,female,123,1,0,False
2024,Family,28,adult,female,147,3,0,False
2024,Family,42,adult,female,9,0,0,False
2024,Family,22,youth,female,105,2,0,False
2024,Family,28,adult,male,107,1,0,False
2024,Family,50,adult,male,129,1,0,False
2024,Family,42,adult,female,88,3,0,False
2024,Family,18,youth,male,100,1,0,False
2024,Family,18,youth,female,76,0,0,False
2024,Family,58,adult,male,159,1,0,False
2024,Family,22,youth,female,25,1,0,False
2024,Family,22,youth,male,5,3,0,False
2024,Family,35,adult,female,153,1,0,False
2024,Family,18,youth,female,26,0,0,False
2024,Family,35,adult,female,115,2,0,False
2024,Family,22,youth,female,129,0,0,False
2024,Family,22,youth,male,4,3,0,False
2024,Family,42,adult,female,93,1,0,False
2024,Family,35,adult,female,57,0,0,False
2024,Family,42,adult,female,23,2,0,False
2024,Family,42,adult,male,15,0,0,False
2024,Family,28,adult,female,85,2,0,False
2024,Family,28,adult,male,88,1,0,False
2024,Family,42,adult,female,59,3,0,False
2024,Family,58,adult,female,16,1,0,False
2024,Family,50,adult,female,44,1,0,False
2024,Family,28,adult,female,174,0,0,False
2024,Family,22,youth,female,82,1,0,False
2024,Family,28,adult,female,26,2,0,False
2024,Family,35,adult,male,36,0,0,False
2024,Family,50,adult,female,33,0,0,False
2024,Family,42,adult,male,147,2,0,False
2024,Family,42,adult,male,106,2,0,False
2024,Family,22,youth,female,36,2,0,False
2024,Family,42,adult,male,153,2,0,False
2024,Family,28,adult,female,26,1,0,False
2024,Family,18,youth,female,96,0,0,False
2024,Family,18,youth,male,46,2,0,False
2024,Family,35,adult,female,139,3,0,False
2024,Family,35,adult,male,4,3,0,False
2024,Family,50,adult,male,176,1,0,False
2024,Family,35,adult,female,172,3,0,False
2024,Family,65,adult,female,93,0,0,False
2024,Family,35,adult,female,72,3,0,False
2024,Family,28,adult,male,117,2,0,False
2024,Family,22,youth,male,119,3,0,False
2024,Family,42,adult,female,80,2,0,False
2024,Family,28,adult,female,83,3,0,False
2024,Family,35,adult,male,106,1,0,False
2024,Family,22,youth,female,91,2,0,False
2024,Family,42,adult,female,146,1,0,False
2024,Family,35,adult,male,179,0,0,False
2024,Family,42,adult,female,117,2,0,False
2024,Family,18,youth,male,38,0,0,False
2024,Family,58,adult,female,18,1,0,False
2024,Family,22,youth,female,62,2,0,False
2024,Family,42,adult,female,85,1,0,False
2024,Family,28,adult,female,83,1,0,False
2024,Family,18,youth,female,65,1,0,False
2024,Family,65,adult,female,5,0,0,False
2024,Family,22,youth,male,136,3,0,False
2024,Family,35,adult,female,16,3,0,False
2024,Family,42,adult,female,48,2,0,False
2024,Family,42,adult,male,25,1,0,False
2024,Family,18,youth,male,136,2,0,False
2024,Family,22,youth,female,149,3,0,False
2024,Family,28,adult,female,150,1,0,False
2024,Family,35,adult,female,165,0,0,False
2024,Family,22,youth,female,24,0,0,False
2024,Family,42,adult,female,82,2,0,False
2024,Family,28,adult,male,152,3,0,False
2024,Family,18,youth,female,93,2,0,False
2024,Family,42,adult,female,82,2,0,False
2024,Family,22,youth,female,130,1,0,False
2024,Family,28,adult,female,58,3,0,False
2024,Family,28,adult,female,29,2,0,False
2024,Family,35,adult,male,8,3,0,False
2024,Family,18,youth,female,66,0,0,False
2024,Family,35,adult,female,12,1,0,False
2024,Family,58,adult,female,162,3,0,False
2024,Family,18,youth,female,68,1,0,False
2024,Family,35,adult,female,78,0,0,False
2024,Family,42,adult,female,56,0,0,False
2024,Family,42,adult,male,71,1,0,False
2024,Family,58,adult,male,85,1,0,False
2024,Family,28,adult,female,25,0,0,False
2024,Family,35,adult,female,62,1,0,False
2024,Family,22,youth,female,54,1,0,False
2024,Family,58,adult,female,129,0,0,False
2024,Family,42,adult,female,92,1,0,False
2024,Family,35,adult,male,169,2,0,False
2024,Family,28,adult,female,26,3,0,False
2024,Family,28,adult,male,4,0,0,False
2024,Family,35,adult,female,119,0,0,False
2024,Family,18,youth,female,130,1,0,False
2024,Family,42,adult,female,68,2,0,False
2024,Family,42,adult,male,44,2,0,False
2024,Family,28,adult,female,34,3,0,False
2024,Family,50,adult,female,177,0,0,False
2024,Family,58,adult,female,102,1,0,False
2024,Family,42,adult,female,86,3,0,False
2024,Family,50,adult,female,124,3,0,False
2024,Family,42,adult,female,97,3,0,False
2024,Family,22,youth,female,26,1,0,False
2024,Family,35,adult,female,134,1,0,False
2024,Family,28,adult,male,29,0,0,False
2024,Family,35,adult,female,41,0,0,False
2024,Family,22,youth,female,161,0,0,False
2024,Family,22,youth,female,22,3,0,False
2024,Family,42,adult,female,76,3,0,False
2024,Family,50,adult,female,78,0,0,False
2024,Family,35,adult,male,169,3,0,False
2024,Family,35,adult,female,133,2,0,False
2024,Family,50,adult,male,122,0,0,False
2024,Family,28,adult,female,120,2,0,False
2024,Family,35,adult,male,148,2,0,False
2024,Family,42,adult,female,22,1,0,False
2024,Family,22,youth,female,41,3,0,False
2024,Family,28,adult,female,156,3,0,False
2024,Family,50,adult,female,132,1,0,False
2024,Family,42,adult,female,54,1,0,False
2024,Family,42,adult,female,114,1,0,False
2024,Family,35,adult,female,122,2,0,False
2024,Family,42,adult,female,108,1,0,False
2024,Family,42,adult,female,113,0,0,False
2024,Family,35,adult,female,64,2,0,False
2024,Family,18,youth,female,137,2,0,False
2024,Family,28,adult,male,164,1,0,False
2024,Family,58,adult,female,7,2,0,False
2024,Family,28,adult,female,147,3,0,False
2024,Family,50,adult,male,88,3,0,False
2024,Family,18,youth,male,5,3,0,False
2024,Family,28,adult,female,16,1,0,False
2024,Family,18,youth,female,144,1,0,False
2024,Family,35,adult,male,162,2,0,False
2024,Family,28,adult,female,130,3,0,False
2024,Family,28,adult,female,160,2,0,False
2024,Family,50,adult,female,160,2,0,False
2024,Family,50,adult,female,124,3,0,False
2024,Family,58,adult,female,149,0,0,False
2024,Family,35,adult,female,136,1,0,False
2024,Family,22,youth,female,148,2,0,False
2024,Family,22,youth,female,144,0,0,False
2024,Family,58,adult,male,31,3,0,False
2024,Family,35,adult,female,174,3,0,False
2024,Family,28,adult,male,66,1,0,False
2024,Family,28,adult,female,69,0,0,False
2024,Family,35,adult,female,79,1,0,False
2024,Family,35,adult,female,171,0,0,False
2024,Family,35,adult,female,3,0,0,False
2024,Family,18,youth,female,17,1,0,False
2024,Family,28,adult,female,111,2,0,False
2024,Family,22,youth,male,161,0,0,False
2024,Family,18,youth,male,40,3,0,False
2024,Family,50,adult,female,57,0,0,False
2024,Family,42,adult,male,132,3,0,False
2024,Family,50,adult,female,55,2,0,False
2024,Family,18,youth,female,66,3,0,False
2024,Family,18,youth,female,105,3,0,False
2024,Family,58,adult,female,64,0,0,False
2024,Family,42,adult,female,37,1,0,False
2024,Family,35,adult,female,2,1,0,False
2024,Family,35,adult,female,12,0,0,False
2024,Family,28,adult,female,38,1,0,False
2024,Family,50,adult,female,4,2,0,False
2024,Family,28,adult,female,24,1,0,False
2024,Family,35,adult,female,79,2,0,False
2024,Family,22,youth,female,19,1,0,False
2024,Family,18,youth,female,112,2,0,False
2024,Family,22,youth,female,101,3,0,False
2024,Family,18,youth,female,20,3,0,False
2024,Family,42,adult,female,37,0,0,False
2024,Family,35,adult,female,114,3,0,False
2024,Family,22,youth,female,117,0,0,False
2024,Family,28,adult,male,48,0,0,False
2024,Family,35,adult,female,61,0,0,False
2018,Single,35,adult,female,61,1,0,False
2018,Single,35,adult,male,105,2,0,False
2018,Single,22,youth,female,67,2,0,False
2018,Single,58,adult,male,84,1,0,False
2018,Single,35,adult,male,133,0,0,False
2018,Single,22,youth,female,112,0,0,False
2018,Single,18,youth,male,165,2,0,False
2018,Single,65,adult,male,59,3,0,False
2018,Single,35,adult,female,92,1,0,False
2018,Single,50,adult,male,143,0,0,False
2018,Single,35,adult,male,71,3,0,False
2018,Single,18,youth,male,82,3,0,False
2018,Single,35,adult,male,78,1,0,False
2018,Single,28,adult,male,70,3,0,False
2018,Single,50,adult,male,146,1,0,False
2018,Single,50,adult,male,109,2,0,False
2018,Single,35,adult,male,140,2,0,False
2018,Single,35,adult,male,164,3,0,False
2018,Single,50,adult,female,14,0,0,False
2018,Single,22,youth,male,77,0,0,False
2018,Single,28,adult,male,178,1,0,False
2018,Single,28,adult,male,139,2,0,False
2018,Single,18,youth,female,38,0,0,False
2018,Single,42,adult,female,137,0,0,False
2018,Single,22,youth,male,133,2,0,False
2018,Single,28,adult,male,17,3,0,False
2018,Single,50,adult,female,96,0,0,False
2018,Single,42,adult,male,68,2,0,False
2018,Single,35,adult,male,54,1,0,False
2018,Single,35,adult,male,46,0,0,False
2018,Single,35,adult,male,119,3,0,False
2018,Single,35,adult,female,50,3,0,False
2018,Single,42,adult,female,131,3,0,False
2018,Single,28,adult,female,162,2,0,False
2018,Single,22,youth,female,158,3,0,False
2018,Single,18,youth,female,25,0,0,False
2018,Single,42,adult,male,134,1,0,False
2018,Single,22,youth,female,143,3,0,False
2018,Single,22,youth,male,64,3,0,False
2018,Single,35,adult,male,171,3,0,False
2018,Single,18,youth,female,106,3,0,False
2018,Single,22,youth,male,135,3,0,False
2018,Single,22,youth,male,134,0,0,False
2018,Single,50,adult,female,37,1,0,False
2018,Single,28,adult,male,83,0,0,False
2018,Single,22,youth,male,125,0,0,False
2018,Single,18,youth,female,142,1,0,False
2018,Single,58,adult,female,175,2,0,False
2018,Single,42,adult,male,52,3,0,False
2018,Single,18,youth,male,44,0,0,False
2018,Single,28,adult,female,43,2,0,False
2018,Single,28,adult,female,131,1,0,False
2018,Single,22,youth,male,153,0,0,False
2018,Single,65,adult,male,37,3,0,False
2018,Single,28,adult,male,133,0,0,False
2018,Single,50,adult,male,174,2,0,False
2018,Single,65,adult,male,147,0,0,False
2018,Single,42,adult,male,65,0,0,False
2018,Single,18,youth,female,77,2,0,False
2018,Single,28,adult,female,57,0,0,False
2018,Single,58,adult,female,47,0,0,False
2018,Single,18,youth,male,132,3,0,False
2018,Single,50,adult,male,153,2,0,False
